restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade
zai bersatu,ChIJLc5UDgAT2jER7JSsnL9YLsc,,,,1.4636118,103.7399245,hua zai food holdings pte. ltd.,B
ayam gepuk pak gembus nong chik,ChIJMzktP3wT2jERWCDNHG9esb8,3.8,844.0,2.0,1.4635809,103.7378159,nong gan,A
mi empat musim,ChIJ0WNR6XgT2jERfh0unyYbBHE,4.9,68.0,,1.4638404,103.7375006,the banh mi club pte. ltd.,A
four seasons noodle house,ChIJYxaDBgYT2jERGz1QYKtwPHY,3.5,2.0,,1.4638367,103.7374947,spicy house restaurant management (s) pte ltd,A
restoran yasin,ChIJc1CPRbwS2jERVSPlSX3QLnA,3.9,2273.0,2.0,1.4613484,103.7444628,xiang tian restoran pte. ltd.,
restoran sri perada,ChIJ2YKAyLwS2jERb7IrHD3GcXk,4.3,32.0,,1.4611808,103.744786,sri sivanandhaya namaha pte. ltd.,B
habibi alibaba - popiah basah 3 abdul,ChIJdXDK8NYT2jERSPCuUzQkHX8,3.4,12.0,,1.461172,103.7447913,tower 3 pte. ltd.,A
shawarma mahgoub kebab arab,ChIJOXq6D3oT2jERcesbGUPU1kI,4.2,210.0,1.0,1.4612768,103.7448013,,
made on monday hq,ChIJseLnoUpt2jERpYSQGwFk-Z4,4.9,10392.0,2.0,1.4626824,103.7441978,ban on hoe medical store pte ltd,
restoran zz,ChIJ1Z3pNbwS2jERE1TW6VbGOb4,4.1,176.0,2.0,1.4612694,103.7448263,xiang tian restoran pte. ltd.,
yeyo cakoi,ChIJ_SXMPN8T2jERt8MGyX-e5pM,4.0,64.0,,1.4611485,103.7448588,,
ong shun,ChIJ2bVnkLsS2jERZxfnFVVW4D0,4.1,2096.0,2.0,1.4638889,103.7441667,ong shun ping,A
burger station @abda,ChIJOWJFo0wT2jERPuJR5QOXvRk,5.0,2.0,,1.4640327,103.7444321,burger king singapore pte. ltd.,A
chaos burger hq,ChIJs5VR7CkT2jERKmkNGHDtKQ8,4.6,9.0,,1.4640706,103.7444008,burger king singapore pte. ltd.,A
restoran abda,ChIJWWWxlrsS2jERWDPpxS-qycI,4.0,304.0,,1.4641279,103.7444249,xiang tian restoran pte. ltd.,
anjung selatan buffet ramadhan,ChIJXyrHeAET2jERYcrbNwq4beo,5.0,1.0,,1.4649571,103.7436246,,
warung aroma aidil,ChIJsUgnH7wS2jERGREfjBb9Oj8,4.3,24.0,1.0,1.462184,103.745998,warung k llp,A
transit burger nong chik,ChIJgaVPg4ET2jERS0c0dxvX8qY,4.9,20.0,,1.4659801,103.7371622,nong gan,A
whisk & wink french fusion cafe,ChIJFWYLYrMT2jERkCs3Q_ETZn8,4.9,117.0,,1.4659047,103.7430314,bru cafe pte. ltd.,A
nong chik corner,ChIJx47-dnwT2jER3IHn0xgmp0Q,4.0,13.0,,1.4660198,103.7371366,the corner house holdings pte. ltd.,A
s&d kampung burger - kampung bahru,ChIJWUrkBAAT2jERNBcEjY-ji08,,,,1.4655872,103.7439039,s connexion pte ltd,A
restoran al ajwa,ChIJ3aPG838T2jERYyBv8jnlsts,4.3,52.0,,1.4657243,103.7437527,al zouq foods & caterer pte ltd,B
tulsi curry house,ChIJ4QdBDQAT2jERgnKqulF5KC0,4.5,23.0,,1.4657404,103.7437798,yu kee duck and noodle house pte. ltd.,A
sambal house,ChIJH0K6ydwS2jERymCfatNAy0c,2.3,3.0,,1.462076,103.7638563,yu kee duck and noodle house pte. ltd.,A
shama suasana johor bahru,ChIJy37CnMQS2jER_L8lvX45owg,4.2,2031.0,,1.4633333,103.7616667,tiong bahru tian bo shui kueh pte. ltd.,A
new hong kong restaurant (jb) 新香港,ChIJ1RRZS98S2jERVfG0W9BDv7A,3.5,515.0,3.0,1.4630245,103.7741353,leyau yen hong,A
subway johor bahru city square,ChIJIZEF0twS2jERxTI2QsUbLJY,3.5,63.0,2.0,1.4612374,103.7638534,s-city cafe pte ltd,B
ak noodles house - city square,ChIJGUy6ydwS2jERD73PMGQT5Ps,3.9,224.0,,1.4619667,103.7634625,the noodles pte. ltd.,A
shihlin taiwan street food,ChIJMSj0Lt0S2jER9nfQjgzsu5o,3.5,59.0,,1.4635616,103.7631732,aston food & beverage specialties pte ltd,A
sushi king city square,ChIJBUm6ydwS2jERTZ_cePurKSc,4.3,2025.0,2.0,1.461346,103.7638135,hotel marina city private limited?,A
souper tang @ city square,ChIJMzB0zNwS2jERAe7cl7TupeQ,4.8,4229.0,2.0,1.461635,103.7638069,tang yaqi,B
sds bakery & cafe @ city square,ChIJLTy6ydwS2jER_CkQoDl0LOo,3.2,233.0,2.0,1.4611489,103.7639213,bru cafe pte. ltd.,A
"great room, restaurant under holiday inn express & suites johor bahru",ChIJpXZYy8MS2jER07MtagaGevo,3.9,1319.0,,1.4610418,103.7591262,texas chicken restaurant pte. ltd.,A
red tro cafe,ChIJbXauz8IS2jERV4orQUNNPco,4.5,4.0,,1.460319699999999,103.7630137,hanis cafe & bakery pte. ltd.,A
kfc galleria kota raya,ChIJv-CAscIS2jER8UADnTOH-cw,3.2,152.0,2.0,1.4595427,103.7630544,,
subway,ChIJ_e39ycIS2jERkwjgfUYlVZA,3.5,62.0,2.0,1.459647,103.763303,subway harbourfront pte ltd,A
amaya food gallery at amari johor bahru,ChIJk7Bq5OcS2jERadt6ATEguoY,4.1,172.0,,1.46334,103.7620547,mexican food corp pte. ltd.,A
kimdo bbq (city square),ChIJ5_AazNwS2jER0OYBbvU4QZQ,4.3,94.0,,1.4619544,103.7638662,hotel marina city private limited?,A
secret recipe @ city square mall,ChIJh2n_ytwS2jER0S38h5o6Yes,2.8,260.0,2.0,1.461799,103.7639603,s-city cafe pte ltd,B
kfc,ChIJQQutTMMS2jERjKJCsISNmFI,2.6,431.0,2.0,1.4619775,103.7639839,,
oldtown white coffee @ city square,ChIJ-0IYzNwS2jERL8GxnTBMje4,4.7,4299.0,2.0,1.4626183,103.7637706,coffee n creme pte ltd,A
thai express,ChIJXXbUUMMS2jERbXy5D4U71As,4.6,682.0,,1.4633476,103.7633268,aroy-dee thai express pte. ltd.,
kfc,ChIJH0qIpcQS2jERurpJfBcB5-4,2.8,23.0,2.0,1.4638685,103.7627595,,
sushi zanmai komtar jbcc,ChIJ2wIXpsQS2jER9xsQndRkHxw,3.2,399.0,2.0,1.4639632,103.7627382,marui sushi japanese restaurant pte ltd,B
kfc jb sentral,ChIJW8sPUtsS2jERgJZi_xAtb_M,2.7,401.0,2.0,1.463675,103.7640109,jb 101 seafood @ firewokz pte. ltd.,B
hwa mei bak kut teh,ChIJBV-WS9wS2jERQLcESVYliAA,4.0,379.0,2.0,1.4607877,103.7675821,old street bak kut teh (fn) pte. ltd.,A
"kerala restaurant, johor bahru",ChIJq05iKc4S2jER9R7n5d9lRZ4,3.9,789.0,2.0,1.4709868,103.7574962,imperial treasure fine dining restaurant pte. ltd.,A
baan &co. (formerly known as carabao thai restaurant - stulang),ChIJ-zRRstgS2jER_Odd4qgC6A4,4.1,499.0,2.0,1.4632147,103.7742448,texas chicken restaurant pte. ltd.,A
village briyani cafe,ChIJV-TfK88S2jER10TvY2EDGws,4.1,577.0,2.0,1.4699239,103.7581727,sarika connoisseur cafe pte ltd,A
it roo café,ChIJXfZNdugS2jERDVgNO7iVGb8,4.1,2283.0,2.0,1.4568052,103.7636001,vanilla bar & caf? pte ltd,A
tan kee ice kacang,ChIJ61iBLrgT2jERMJ9wVa3ECVg,4.6,105.0,,1.4603415,103.7594475,tan chow yea,A
jcs bistro,ChIJBbl2MVAT2jERpss00I6dMbk,4.7,48.0,,1.4605035,103.7591676,26@marina bar & bistro pte ltd,B
m iqbal,ChIJKY9ZSgAT2jERu-e0QUriPw4,,,,1.4601591,103.7588822,m/s mandarin (s) int hotels p,A
nasi ayam kee chup,ChIJ1ywhmLUT2jERVQsSXYyVJNU,4.4,1072.0,2.0,1.4611649,103.7608115,yu kee duck and noodle house pte. ltd.,A
warung pokok cherry,ChIJU62L_cIS2jERdrYx80bz41k,4.1,1531.0,1.0,1.460751,103.7612337,cherry beans singapore pte. ltd.,A
mee goreng pondok,ChIJw9YzAsMS2jERS9D9LT9EyjI,4.0,6.0,,1.4608999,103.7611989,chilli pan mee (batu rd) pte. ltd.,B
johari tomyam,ChIJLwAvOUht2jERLzVXnCxeSvQ,4.4,15.0,,1.4609204,103.7612046,suhailah binte johari,A
la familia restaurant,ChIJbSwdMV9z2jERQu33DfTs9NI,4.6,186.0,,1.461341,103.7612824,texas chicken restaurant pte. ltd.,A
al damascus johor bahru,ChIJKZnlhKAT2jERUlt9STxGGas,3.8,216.0,,1.4613409,103.7612841,old tiong bahru bak kut teh pte ltd,B
jb catering johor bahru,ChIJS3tyyRAT2jER_nlfW_Ken0c,4.6,34.0,,1.4613454,103.7612802,boon tat catering & supply pte. ltd.,A
al damas restaurant الداماس,ChIJgZkVlfkT2jERYKMBUkng2F8,4.8,87.0,,1.4613529,103.7612748,imperial treasure fine dining restaurant pte. ltd.,A
cafe selera ambok,ChIJZYtgezcT2jERK7A2AqQLHjI,4.9,9.0,,1.458064,103.7594204,hanis cafe & bakery pte. ltd.,A
out station bistro,ChIJWxUatgYT2jERm8xTfKUs1rA,,,,1.4618635,103.7591095,26@marina bar & bistro pte ltd,B
selasih cafe,ChIJL7fsDcMS2jERNhuvTcONwe0,3.8,98.0,,1.4614186,103.7621602,hanis cafe & bakery pte. ltd.,A
decoupage by hma,ChIJw3eTLRht2jERvkR8_Kplx7U,5.0,1.0,,1.4591632,103.7626643,makan by the bay pte ltd,B
pizza hut,ChIJsQ-Yc7ET2jERtNsLPswHd0k,3.7,114.0,2.0,1.459374,103.7628512,pizza hut singapore pte ltd,A
kopi mo fakat joho,ChIJ7TKqaAAT2jERsjo_qqoIv44,,,,1.4620583,103.7620993,kopi - o enterprise pte. ltd.,B
lepak corner,ChIJQbzIlMwT2jERuBaeyPxUp9g,3.6,734.0,2.0,1.4628771,103.7615029,kampong corner pte. ltd.,
goldy punjabi restaurant,ChIJb-1dh2gT2jERq19vlUc8QTM,4.6,1213.0,2.0,1.4622312,103.7624176,hyangtogol (korean restaurant) pte. ltd.,A
kafe cendol & rojak,ChIJfQ1wd8MT2jERBbEMdA5blE4,3.6,5.0,,1.4594905,103.7633133,mary's kafe by mary gomes private limited,A
kafe pantai lido,ChIJo_ToGgAT2jERjrz6_6zS7Og,,,,1.4592645,103.7632882,deluxe lido palace pte ltd,
jb vegetarian,ChIJ2Uks3_cT2jERj6ohl_JzdaI,4.0,48.0,,1.4609518,103.7632416,nature vegetarian (suntec) pte. ltd.,A
restoran al-nur,ChIJYxWOozYT2jERX9Oa-8oe4gE,3.6,14.0,,1.461383,103.7630868,al zouq foods & caterer pte ltd,B
restoran asam pedas & ayam penyet kak nor,ChIJX4K6Mt0S2jERRzqiZmYmX6I,4.5,2.0,,1.4605071,103.7634787,penyet king pte. ltd.,A
restaurant sayam,ChIJNQ_VTCkT2jERnxATZDnuYmw,3.9,931.0,2.0,1.4700081,103.781776,texas chicken restaurant pte. ltd.,A
tai son seafood restaurant,ChIJK17GUikT2jERfuA3GjRQvLY,4.0,664.0,3.0,1.4701556,103.7836768,marina live seafood & steamboat pte ltd,B
kfc,ChIJdXywTiYT2jERSirE80zM9ec,4.0,3336.0,2.0,1.4664343,103.7788006,,
freedom ultimate club,ChIJp6F0r9gS2jERScR_u4UEbLQ,4.2,290.0,,1.4710616,103.7836532,republic plaza city club (singapore) pte ltd,A
san low seafood restaurant,ChIJMdluB9YS2jERAZrjq8PdQKg,3.5,2608.0,2.0,1.4724501,103.7748445,marina live seafood & steamboat pte ltd,B
core jb,ChIJ-RLBoCMT2jER9BkPii_UglY,4.8,17.0,,1.4630856,103.774071,jb 101 seafood @ firewokz pte. ltd.,B
muiz hot chicken stulang laut,ChIJm2SvDwAT2jERC6BQATy6EbI,1.0,1.0,,1.4668367,103.7777984,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A
"老渔夫海鲜汤 old fisherman restaurant - stulang, johor bahru",ChIJrfEdMgAT2jERPiyYEIbaZ7o,4.5,411.0,,1.4668367,103.7777984,texas chicken restaurant pte. ltd.,A
snr kiosk enterprise,ChIJY2MkP7gT2jERpuDiStW2DXo,4.5,2.0,,1.4668663,103.7777263,ho heng food & enterprise pte. ltd.,A
railway briyani station,ChIJg_Xkg1UT2jERoF_13oi7NyI,4.7,2712.0,,1.467161,103.7780507,east japan railway company singapore branch,A
cathay restaurant vantage bay,ChIJhzTVj04T2jERAIpQcLAZ0-k,4.1,194.0,,1.467248,103.7782744,gardens by the bay,A
mcdonald's stulang laut dt,ChIJ-0CianIT2jERwM2DD3nWbVQ,3.5,1270.0,2.0,1.4673875,103.7785798,lam's (singapore) culinary enterprise pte. ltd.,A
restoran causeway nasi padang ina,ChIJYfr5zdgS2jER1_kiUKcU_SM,3.3,3.0,,1.4633535,103.7731644,padang boys 2 pte ltd,A
vantage bay stulang,ChIJDakyK40T2jERHz9Bwb0XpK0,5.0,5.0,,1.467042,103.7770459,sea cuisine (marina bay) pte. ltd.,A
kasii on kitchen,ChIJAwmDP_4T2jERF-KqNtanlII,4.2,63.0,,1.4634291,103.7730953,kitchen language pte. ltd.,A
al sayf kitchen,ChIJHXK9AwAT2jERwJwGtz7EpXM,5.0,1.0,,1.4675838,103.7777091,kitchen language pte. ltd.,A
cendol,ChIJZaNFEgAT2jERyHlWDcjj0GY,5.0,1.0,,1.467668,103.777676,cendol mama taste pte. ltd.,B
char kuey teow,ChIJ0cmmeAAT2jERLqBndNwrN7E,,,,1.4677025,103.7777507,authentic hock lam street popular beef kuay teow pte ltd,A
fanbees pizza jb,ChIJuRk0-acT2jER9GaiYeMMnIs,,,,1.4678881,103.7781281,extra virgin pizza pte. ltd.,A
stulang laut night hawker,ChIJFSoVGQAT2jERejXVCoC9qto,4.8,5.0,,1.4678933,103.777875,filling station night club and cafe pte. ltd.,A
passicha vange,ChIJLTsI408T2jERmjkjaweyrjQ,5.0,1.0,,1.4636167,103.7725482,,
mkr bistro,ChIJ01QCztsT2jERS3nektCRyvc,4.7,156.0,,1.457707,103.7720054,26@marina bar & bistro pte ltd,B
sober bites (jb),ChIJ81tjMwAT2jERVB5V24gejlY,3.1,20.0,,1.4681436,103.7780779,bytes & bites gourmet pte. ltd.,
開張海鮮館 restoran khye cheang,ChIJo79T8q0T2jERZcYFv9PUnhs,4.0,20.0,,1.4684978,103.780224,chin shen khye,B
rf bistro,ChIJIVw_EwAT2jERgE5xuRxzN2U,2.7,28.0,,1.4574326,103.7718139,26@marina bar & bistro pte ltd,B
restoran siu wei 928,ChIJsQA4nRUT2jERuo0hwd93HNg,3.4,18.0,,1.4686047,103.7802904,ma wei,B
mayda naseeha corner,ChIJM2uKv70T2jERFANNiO4Ds9o,3.9,22.0,,1.4686177,103.7806118,the corner house holdings pte. ltd.,A
老王头铁锅炖x东北菜/lao wang northeast iron pot stew,ChIJ22BbmrMT2jERk1aIGqCIqgo,5.0,7.0,,1.4573543,103.7717702,wang cher chiang,A
lao wang northeast iron pot stew,ChIJFeNWTgAT2jERUWKTwfQFEpE,4.5,4.0,,1.4573834,103.7717177,wang cher chiang,A
afrah food corner pte ltd,ChIJE6YwdhcT2jERJNvnawHWMVs,3.0,2.0,,1.4558518,103.7878021,abc food corner pte ltd,B
paksoh tomyam,ChIJp_nvtCcT2jERR6Ig6W0PLec,3.5,396.0,2.0,1.4688571,103.7806426,,
seasprite bistro,ChIJ7eeHItoT2jERITc03cGa6FE,4.6,5.0,,1.4689191,103.7806199,26@marina bar & bistro pte ltd,B
财叶鱼头米粉 restoran choi ngiap,ChIJQei7JdkS2jEREcrirVCrfUs,3.9,64.0,,1.463732,103.7716558,tan choi hoon,A
restoran e&y maju,ChIJb15WOtkS2jERdC7s2u4zUVY,3.6,536.0,,1.4637043,103.7714419,r e & s enterprises pte ltd,A
indoguna singapore,ChIJyW9yAEQT2jERFf6NqU2_YpA,4.6,38.0,,1.4630661,103.8043112,cold storage singapore (1983) pte ltd,A
hup heng poultry industries pte ltd,ChIJ25-aekQT2jERbG_FBf9eldU,3.8,24.0,,1.463274,103.8065079,royal t group pte. ltd.,A
stamfles dining concept pte ltd,ChIJoQ0XGEIT2jERstaSwV8URrY,2.3,3.0,,1.45926,103.804911,stamfles dining concept pte. ltd.,A
loy kee,ChIJVVVVVQwZ2jERWZIWZ-uUiJk,,,,1.4629057,103.8141061,yu kee duck and noodle house pte. ltd.,A
sofnade catering,ChIJs4uoElwT2jERqdxovIHI4uo,5.0,844.0,,1.4629971,103.8142723,chilli api catering pte. ltd.,A
soon yuan,ChIJXeeWjFsT2jERwVRay0whXdM,,,,1.4631296,103.8142734,goh soon chwee,B
paradise restaurant & catering pte ltd,ChIJuwGl9FsT2jERum2ojbWbKiw,2.5,2.0,,1.463053,103.814437,paradise restaurant & catering pte. ltd.,B
jeewa catering services,ChIJ7xyJpE892jERsVOzRmGyy5o,,,,1.4626177,103.8145833,reverse age health services pte. ltd.,A
nury dian xin delight pte. ltd.,ChIJQ6frzW0Q2jERs7aQiG-daxw,5.0,5.0,,1.4630794,103.8147431,wise&honest pte. ltd.,A
食為先麵家 (shi wei xian noodles house),ChIJrdJLQCsT2jERGz9Ptk_TrbY,4.4,5.0,,1.4582561,103.7996355,the noodles pte. ltd.,A
soon heng chicken duck rice,ChIJWRCIJTQT2jERh7W3ZtcDEb4,5.0,1.0,,1.4582203,103.7996368,guan chee hong kong roasted duck pte. ltd.,A
handmade mee hoon kueh (22 senoko loop ),ChIJmX0QqfoT2jER9mnCdcxzUBk,,,,1.4582451,103.7994848,qiu lian ban mee pte ltd,B
zam zam indian special food,ChIJJ4z3bUIT2jERwiPiW04PmGs,4.3,51.0,,1.4581489,103.799549,quik food pte. ltd.,B
lim's hainanese chicken rice (林‘s海南鸡饭）,ChIJbwya1gwT2jER3GZxdN-9DDw,5.0,6.0,,1.455904,103.7996199,tatsu sushi (s) pte ltd,A
taste asia,ChIJk5QnQWoT2jERCQji-j9i6WQ,2.4,11.0,,1.4566992,103.8026368,the exchange asia square pte ltd,A
universal dining pte. ltd.,ChIJk5QnQWoT2jERvTLqoY-7tEM,,,,1.4566992,103.8026368,universal dining pte. ltd.,B
wen ji braised duck,ChIJB-RBUf4T2jER1t7yuUgEdF0,5.0,5.0,,1.4558101,103.7994038,yu kee duck and noodle house pte. ltd.,A
golden dragon,ChIJH9TZBmoT2jERqWsPmdWluhs,5.0,1.0,,1.4581158,103.8038183,golden village multiplex pte ltd,A
artisanal pastries by koichi izumi,ChIJVbe_T2oT2jERIm9iwMCIre8,,,,1.456323,103.802164,gardens by the bay,A
kaki makan,ChIJk5QnQWoT2jEREq19R5DIqFA,3.0,1.0,,1.4574926,103.8035085,kaki makan pte. ltd.,B
hakka fat moi lei cha rice,ChIJYb8mL94T2jER9YydJ0CYbsk,4.7,19.0,,1.4555342,103.7989468,lau di fang scissors-cut curry rice pte. ltd.,A
远东面食-传统炒福建虾面,ChIJK4tVzRQT2jER9LpCbbWHTrA,4.5,17.0,,1.4555228,103.7988926,,
makanpow,ChIJLe_wYZgT2jERJLnyAMKcWKs,4.5,4.0,,1.4554573,103.7988599,,
leo s'pore food pte ltd,ChIJKzwpqGsT2jERo88-6NgHbUg,,,,1.4553053,103.801431,cold storage singapore (1983) pte ltd,A
juewei food (singapore) pte. ltd.,ChIJq6pqGEIT2jERamwQdlHplZg,,,,1.4592491,103.8048721,singapore g.food pte. ltd.,A
new makkal vilas,ChIJi-eHDQAT2jERKb2vkd9wyG8,5.0,1.0,,1.4551799,103.79799,new style (lps) pte. ltd.,
new palani indian food,ChIJJb1OuVgT2jERRZkz3HVVBRE,4.0,4.0,,1.4551799,103.79799,alan,B
food yo cafe,ChIJV72Fj6kT2jERaGkeuHqLQbk,4.3,92.0,,1.4578643,103.8049353,hanis cafe & bakery pte. ltd.,A
indoguna back entrance,ChIJVeQWRQAT2jERUyBKMk3d9LM,,,,1.4626049,103.804863,tay khiam back,A
h & d fresh n frozen foods supplier,ChIJxf-mcEQT2jERvxDmr3_Hm7s,,,,1.463178,103.8064,gloria foods pte. ltd.,A
twin hong seafood agency,ChIJY-1RNzkT2jERdUKQw6TM9vY,,,,1.461703,103.792447,marina live seafood & steamboat pte ltd,B
chin soon fish agent,ChIJH1oAITwT2jERQb6OCHdGgsk,,,,1.461703,103.792447,san teck soon medical hall pte. ltd.,
the carpenters bar,ChIJy-OrtEEX2jER3ldP20jfM4U,4.5,1128.0,2.0,1.4612794,103.808044,the exchange asia square pte ltd,A
united pte ltd,ChIJE4R7hhMT2jERV6_wMpEjZjI,5.0,1.0,,1.4532281,103.7952401,united f&b pte. ltd.,
saladroom,ChIJSXBSwkUT2jERe1YDgLPMA2U,3.4,46.0,,1.4531899,103.7947487,,
bhandari food,ChIJKcxE3xIT2jERBi8JcLNzQZY,1.0,1.0,,1.451108,103.7972959,ho heng food & enterprise pte. ltd.,A
sri bistari cafe,ChIJn6cHOa8V2jERHskp31SHSlU,3.5,40.0,,1.4526002,103.7936421,hanis cafe & bakery pte. ltd.,A
micron f10a canteen gate 4 6th floor,ChIJZ-aZdAAT2jER8jgken8ggL4,5.0,4.0,,1.4595329,103.790095,4 addicts pte ltd,A
ssdc food hub,ChIJ25Ko6BMT2jEROGMipN3Y6Gw,1.0,1.0,,1.4526063,103.7933867,ho heng food & enterprise pte. ltd.,A
briyani house,ChIJ9T6Rr0sT2jERMuM64Dm3ewU,3.6,8.0,,1.4506575,103.7963528,aayisha briyani house pte ltd,B
al habib indian muslim food,ChIJIaqj5BIT2jERyXC76l8ANIc,3.8,39.0,,1.4504546,103.7965604,quik food pte. ltd.,B
restoran goldy punjabi restoran,ChIJkZ1YhmgT2jERcipo7JPo4Xo,,,,1.4555732,103.8094904,,
aishwarya kitchen,ChIJ7VRkwTsT2jERp9BAAZVdQDg,3.4,56.0,,1.4523114,103.7928739,the butcher's kitchen pte ltd,A
ah ma kitchen,ChIJVX2nT7UT2jERyze6IOUwXws,5.0,8.0,,1.4493507,103.7991151,kitchen language pte. ltd.,A
sheng fa mala hotpot,ChIJ0XH2OAAT2jERm4LNS1zrRas,1.0,2.0,,1.4493507,103.7991151,lee wei sheng,B
nasi padang singgalang,ChIJY2cIdAAT2jER126U6gCfmFg,,,,1.4493507,103.7991151,alan,B
eat what pte ltd,ChIJO6V_YtgT2jERCEXjO35nr7E,,,,1.4635484,103.810215,eat what pte. ltd.,
jj foods,ChIJ1e5mtasT2jERHG8HbdvOuAU,5.0,2.0,,1.4492286,103.7986239,artemis fine foods a.s. pte ltd,A
malaysian cuisine,ChIJtW4LBS8T2jERd7zDiYGcRFE,4.0,1.0,,1.4521554,103.7924287,imperial treasure cantonese cuisine pte. ltd.,A
wan yuan vegetarian stall woodlands spectrum 1,ChIJrdwWzmcT2jERbXKecHCdDLk,3.1,11.0,1.0,1.4549668,103.8098691,1-soleil pte. ltd.,A
ridrash cuisine,ChIJESL3QhoT2jER4Jiun3oTzYA,5.0,2.0,,1.4489461,103.7993204,imperial treasure cantonese cuisine pte. ltd.,A
kin arai thai food,ChIJWUlfg0AT2jER23c8cxmFoXI,5.0,9.0,,1.452132,103.7921948,ho heng food & enterprise pte. ltd.,A
fragrance penang prawn mee,ChIJu9Txa_oT2jERA_1HOqUPLac,4.0,1.0,,1.452132,103.7921948,ling chui mee,B
beaulieu house (sembawang seafood paradise),ChIJlxNcmrsU2jERcdtppYe_HcU,4.3,909.0,3.0,1.4633719,103.836923,canton paradise pte. ltd.,A
woody family peranakan cafe,ChIJ7aVN870U2jERZxv7mqebINo,3.5,1106.0,2.0,1.4581461,103.8377431,bru cafe pte. ltd.,A
angeles city bistro & restaurant (src),ChIJdU8q2KwZ2jERIyO_vn2nJxw,4.1,15.0,,1.4585179,103.821852,qi ji bistro pte. ltd.,A
dock yard cafe by eat what,ChIJeXLtuDoV2jERQSK0dCSJ_ZQ,3.9,72.0,,1.459944,103.822894,bru cafe pte. ltd.,A
a-one f&b group pte ltd,ChIJV94oIVwT2jERNMMA382vAOg,,,,1.4613395,103.8156311,a-one f&b group pte ltd,A
ren he vegetarian 人和素食 齋,ChIJf3soUvYT2jERp6kGuIjjuqI,4.0,11.0,,1.4621273,103.8158189,ci yan vegetarian health food pte ltd,C
grandma's place,ChIJwZFqjtIT2jERXz5XOynD9M4,3.8,37.0,,1.4621273,103.8158189,seafood paradise (s) pte. ltd.,A
hua seafood,ChIJcVi6HlwT2jERBqhHHDRoxxk,4.0,8.0,,1.4618535,103.8155209,seafood paradise (s) pte. ltd.,A
thai happy mookata / hotpot buffet,ChIJi_IpXgAT2jEREJ9iSzS8QMU,3.2,6.0,,1.4626867,103.8147615,thai affair pte. ltd.,A
big eater restaurant pte ltd,ChIJS9LDN8gT2jERIi1pLvCsCAc,,,,1.4630794,103.8147431,great-eater restaurant pte. ltd.,A
buey tahan see food,ChIJI0VWm2oT2jERN7eZiVtZ0iU,2.8,6.0,,1.4630794,103.8147431,ho heng food & enterprise pte. ltd.,A
gozen,ChIJmwfqzMgZ2jERQ3D7Ybs-AJY,1.6,5.0,,1.4630794,103.8147431,,
yi jia shi pin pte ltd,ChIJHUnEbAAT2jERhUYMJPdkWn0,,,,1.4621736,103.8142854,yi jia shi pin pte. ltd.,B
idly kadai,ChIJNWtdTw8T2jERvo18_M_5Xo8,4.3,33.0,,1.4619745,103.8141637,,
chang cheng chinese mixed rice,ChIJiU-lj2ET2jERQzxM1HsR9FY,2.0,5.0,1.0,1.4538337,103.8195883,loy kok cheng,B
restaurant wonderful,ChIJ3aQEC3AT2jER6fS0-Jk02ZA,3.6,8.0,,1.462622,103.8143085,wonderful restaurant pte. ltd.,A
mcdonald's sembawang mart,ChIJnxzZVQAT2jERdY0oLxkHzOA,1.9,54.0,,1.4537391,103.8195287,lam's (singapore) culinary enterprise pte. ltd.,A
fish soup & ban mian,ChIJ_6IAj2ET2jERJM6thxUNNTY,2.1,7.0,,1.4537238,103.8195431,soup restaurant singapore pte. ltd.,A
poon resources pte. ltd. @ admiralty street,ChIJQwCl9FsT2jER4L3-ZiMVlQM,,,,1.4630534,103.814437,poon resources pte. ltd.,A
cms restaurants & catering pte. ltd.,ChIJQwCl9FsT2jERVuhZgoxWo5g,1.0,1.0,,1.4630534,103.814437,cms restaurants & catering pte. ltd.,B
ahjuma korean & japanese,ChIJiQouRwAT2jERMLn9CNYDT6U,5.0,1.0,,1.4536523,103.8195589,hyangtogol (korean restaurant) pte. ltd.,A
heng ji soup & western,ChIJnX74agAT2jER72CBzRSnLd8,4.0,1.0,,1.4536181,103.819522,ho heng food & enterprise pte. ltd.,A
indonesian panggang food enterprise,ChIJJwpVi1sT2jERi3HLsB4kmLA,,,,1.463076,103.81437,dljc enterprise pte ltd,A
loving hut (s) pte ltd,ChIJJwpVi1sT2jERt4GJf37ahNI,,,,1.463076,103.81437,loving hut (s) pte ltd,A
de esperto kitchen pte ltd,ChIJJwpVi1sT2jERTn9clF4vGtQ,4.8,4.0,,1.463076,103.81437,de esperto kitchen pte. ltd.,C
friends alley restaurants pte ltd,ChIJJwpVi1sT2jERAuunAzUKwr8,,,,1.463076,103.81437,gs restaurants pte. ltd.,
boon heng atas roasted delight,ChIJGUGTOwAT2jERQr0-SF6M9bE,,,,1.4535958,103.819542,tan boon chai,
hong yu kitchen,ChIJk82ZbgAT2jERSzV0zUZ5yPs,1.7,9.0,,1.4535795,103.8195363,kitchen language pte. ltd.,A
卤乙己/卤味熟食,ChIJC8arm6kT2jERUnhabRW6kKQ,,,,1.4629971,103.8142723,,
